"feature","method","group1","group2","p_values","adj_method","p_adjust","description"
"K07306","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.15147066279843,"BH",0.22170077098599,"dmsA; anaerobic dimethyl sulfoxide reductase subunit A [EC:1.8.5.3]"
"K07307","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.301754974018701,"BH",0.389721708368003,"dmsB; anaerobic dimethyl sulfoxide reductase subunit B"
"K07308","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.151067668715628,"BH",0.22120565135269,"dmsC; anaerobic dimethyl sulfoxide reductase subunit C"
"K07309","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.690426040347647,"BH",0.722889715422882,"ynfE; Tat-targeted selenate reductase subunit YnfE [EC:1.97.1.9]"
"K07310","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.540173716749992,"BH",0.59772987938709,"ynfF; Tat-targeted selenate reductase subunit YnfF [EC:1.97.1.9]"
"K07312","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.67724667589876,"BH",0.711817078174036,"ynfH; Tat-targeted selenate reductase subunit YnfH"
"K07313","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.010073043661742,"BH",0.022038510632635,"pphA; serine/threonine protein phosphatase 1 [EC:3.1.3.16]"
"K07314","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.531979431858532,"BH",0.591463185522472,"pphB; serine/threonine protein phosphatase 2 [EC:3.1.3.16]"
"K07315","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.29635368176563e-05,"BH",0.000254159278231768,"rsbU_P; phosphoserine phosphatase RsbU/P [EC:3.1.3.3]"
"K07316","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00316397291584488,"BH",0.00782805604513776,"mod; adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"K07317","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0325262233339638,"BH",0.0607594651485112,"K07317; adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"K07318","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.48854268497425e-05,"BH",0.000260456123279413,"K07318; adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"K07319","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.514976757336708,"BH",0.57786951955905,"yhdJ; adenine-specific DNA-methyltransferase [EC:2.1.1.72]"
"K07320","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00609160363880122,"BH",0.0141136087018624,"prmB; ribosomal protein L3 glutamine methyltransferase [EC:2.1.1.298]"
"K07321","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0485542991749005,"BH",0.0857224145556869,"cooC; CO dehydrogenase maturation factor"
"K07322","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",6.97578797125711e-05,"BH",0.000278136404616586,"ytfE, scdA; regulator of cell morphogenesis and NO signaling"
"K07323","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.07846350045938,"BH",0.128756144819395,"mlaC; phospholipid transport system substrate-binding protein"
"K07325","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.70726878429631e-06,"BH",1.89911640938426e-05,"flaB; archaeal flagellin FlaB"
"K07326","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0191698162408972,"BH",0.0384295788336578,"fhaC; hemolysin activation/secretion protein"
"K07329","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.548232823549789,"BH",0.603643324762239,"flaF; archaeal flagellar protein FlaF"
"K07330","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00465161853068662,"BH",0.0110738165682653,"flaG; archaeal flagellar protein FlaG"
"K07331","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.3099465023209e-06,"BH",2.22595123363164e-05,"flaH; archaeal flagellar protein FlaH"
"K07332","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.1821201745259e-05,"BH",0.000100214803581183,"flaI; archaeal flagellar protein FlaI"
"K07333","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.21135647138974e-05,"BH",6.32124644154221e-05,"flaJ; archaeal flagellar protein FlaJ"
"K07334","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0857774245091316,"BH",0.138377456978035,"higB-1; toxin HigB-1"
"K07335","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.586520575832198,"BH",0.633305110786432,"bmpA, bmpB, tmpC; basic membrane protein A and related proteins"
"K07336","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000328182569056608,"BH",0.00106249398156333,"K07336; PKHD-type hydroxylase [EC:1.14.11.-]"
"K07337","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.22135303031061e-05,"BH",6.35884944036814e-05,"K07337; penicillin-binding protein activator"
"K07338","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000651744675935808,"BH",0.00192496288818198,"K07338; uncharacterized protein"
"K07339","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.682332207828247,"BH",0.716171191879917,"hicA; mRNA interferase HicA [EC:3.1.-.-]"
"K07340","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0117268619308691,"BH",0.0252646795333819,"ybbJ; inner membrane protein"
"K07341","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00480947099070855,"BH",0.0114237469397094,"doc; death on curing protein"
"K07342","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0148677426347444,"BH",0.0306964326943863,"SEC61G, SSS1, secE; protein transport protein SEC61 subunit gamma and related proteins"
"K07343","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.367366475179687,"BH",0.450986302294754,"tfoX; DNA transformation protein and related proteins"
"K07344","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00468666420231485,"BH",0.0111475422710593,"trbL; type IV secretion system protein TrbL"
"K07345","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.759658003233934,"BH",0.784141017133353,"fimA; major type 1 subunit fimbrin (pilin)"
"K07346","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0731514427235679,"BH",0.121404045267859,"fimC; fimbrial chaperone protein"
"K07347","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.113623752907439,"BH",0.173243671920906,"fimD, fimC, mrkC, htrE, cssD; outer membrane usher protein"
"K07348","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.505549867865011,"BH",0.570577030268213,"fimF; minor fimbrial subunit"
"K07349","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.660481487401599,"BH",0.697991310228566,"fimG; minor fimbrial subunit"
"K07350","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.804937208777152,"BH",0.821622636794014,"fimH; minor fimbrial subunit"
"K07351","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.264257519551867,"BH",0.348670990862105,"fimI; fimbrial protein"
"K07353","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.536637110573689,"BH",0.595527806474309,"sfmC; fimbrial chaperone protein"
"K07354","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.541887562450632,"BH",0.598778530172556,"sfmD; outer membrane usher protein"
"K07355","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.524693742593584,"BH",0.58574449650849,"sfmF; fimbrial-like protein"
"K07356","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.196159322961593,"BH",0.275148770236757,"sfmH; fimbrial protein"
"K07357","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.17797556887636,"BH",0.253678271234111,"fimB; type 1 fimbriae regulatory protein FimB"
"K07358","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.184953111895117,"BH",0.261849326481313,"fimE; type 1 fimbriae regulatory protein FimE"
"K07386","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0162053177464921,"BH",0.0331328105622909,"pepO; putative endopeptidase [EC:3.4.24.-]"
"K07387","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000526827966119904,"BH",0.00159671734710515,"K07387; metalloprotease [EC:3.4.24.-]"
"K07388","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.562072044266789,"BH",0.614084144894961,"K07388; hydrogenase expression/formation protein"
"K07389","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000113537461298436,"BH",0.000423427215186093,"cyaC, hlyC, rtxC; cytolysin-activating lysine-acyltransferase [EC:2.3.1.-]"
"K07390","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0904567062249747,"BH",0.144291691460489,"grxD, GLRX5; monothiol glutaredoxin"
"K07391","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000176659047315372,"BH",0.000614419357643289,"comM; magnesium chelatase family protein"
"K07392","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.534405118214718,"BH",0.593677319918065,"PRS2; AAA family ATPase"
"K07393","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.759957012929774,"BH",0.784338512929408,"ECM4, yqjG; glutathionyl-hydroquinone reductase [EC:1.8.5.7]"
"K07394","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0141094882183703,"BH",0.0297325713504253,"K07394; SM-20-related protein"
"K07395","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0792738673191761,"BH",0.129800277124284,"K07395; putative proteasome-type protease"
"K07396","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",7.18159608394491e-05,"BH",0.000284764447968952,"K07396; putative protein-disulfide isomerase"
"K07397","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",7.18019883819428e-05,"BH",0.000284764447968952,"yhfA; putative redox protein"
"K07398","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.132956843161739,"BH",0.198383276187634,"K07398; conserved protein with predicted RNA binding PUA domain"
"K07399","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0899372286510254,"BH",0.143748163445969,"resB, ccs1; cytochrome c biogenesis protein"
"K07400","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0226484498513515,"BH",0.0444133112977163,"nfuA; Fe/S biogenesis protein NfuA"
"K07401","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00769088800321396,"BH",0.0173916342672744,"K07401; selenoprotein W-related protein"
"K07402","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0952935709780149,"BH",0.150046493425247,"xdhC; xanthine dehydrogenase accessory factor"
"K07403","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.34090993916416e-05,"BH",0.000106546797776294,"nfeD; membrane-bound serine protease (ClpP class)"
"K07404","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000266025914961185,"BH",0.000881936544459099,"pgl; 6-phosphogluconolactonase [EC:3.1.1.31]"
"K07405","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.17655493029563,"BH",0.252152826386906,"E3.2.1.1A; alpha-amylase [EC:3.2.1.1]"
"K07406","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.15125134001025e-05,"BH",0.00017587824084481,"melA; alpha-galactosidase [EC:3.2.1.22]"
"K07407","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.198606381500245,"BH",0.277671177816888,"E3.2.1.22B, galA, rafA; alpha-galactosidase [EC:3.2.1.22]"
"K07430","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.338312681317123,"BH",0.424115766241895,"CYP7B; 25/26-hydroxycholesterol 7alpha-hydroxylase [EC:1.14.14.29]"
"K07442","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.887584624450863,"BH",0.895047719832733,"TRM61, GCD14; tRNA (adenine57-N1/adenine58-N1)-methyltransferase catalytic subunit [EC:2.1.1.219 2.1.1.220]"
"K07443","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0973693943721128,"BH",0.152507086705868,"ybaZ; methylated-DNA-protein-cysteine methyltransferase related protein"
"K07444","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00372804846756739,"BH",0.00907744944765475,"ypsC; putative N6-adenine-specific DNA methylase [EC:2.1.1.-]"
"K07445","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.82100806838544e-06,"BH",4.86097631241297e-05,"K07445; putative DNA methylase"
"K07446","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.40697992705167e-06,"BH",2.2811082058105e-05,"trm-G10; tRNA (guanine10-N2)-dimethyltransferase [EC:2.1.1.213]"
"K07447","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.08689789238834e-06,"BH",2.62205856333803e-05,"ruvX; putative holliday junction resolvase [EC:3.1.-.-]"
"K07448","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.38289078107332e-07,"BH",1.05491763275985e-05,"mrr; restriction system protein"
"K07450","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.324649005599472,"BH",0.411563655929759,"K07450; putative resolvase"
"K07451","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0875593068258533,"BH",0.14075377341835,"mcrA; 5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]"
"K07452","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.050644717531134,"BH",0.0889535686132662,"mcrB; 5-methylcytosine-specific restriction enzyme B [EC:3.1.21.-]"
"K07453","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.148486913989736,"BH",0.21794021342648,"K07453; putative restriction endonuclease"
"K07454","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00518966909616895,"BH",0.0122248717923539,"K07454; putative restriction endonuclease"
"K07455","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000760682155348783,"BH",0.0022123051325098,"recT; recombination protein RecT"
"K07456","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0138216837377695,"BH",0.029225187142404,"mutS2; DNA mismatch repair protein MutS2"
"K07457","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",9.6652733402506e-06,"BH",5.23548403755571e-05,"K07457; endonuclease III related protein"
"K07458","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00023539752258823,"BH",0.000790750596763213,"vsr; DNA mismatch endonuclease, patch repair protein [EC:3.1.-.-]"
"K07459","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0978356801766498,"BH",0.153097106486798,"ybjD; putative ATP-dependent endonuclease of the OLD family"
"K07460","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000208977826132336,"BH",0.00071303839253339,"yraN; putative endonuclease"
"K07461","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00397298359437031,"BH",0.00963779838577553,"K07461; putative endonuclease"
"K07462","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00015506592862321,"BH",0.000549256166855078,"recJ; single-stranded-DNA-specific exonuclease [EC:3.1.-.-]"
"K07463","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0143419555724925,"BH",0.0299858410580671,"K07463; archaea-specific RecJ-like exonuclease"
"K07464","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.45145716283694,"BH",0.524277782239586,"cas4; CRISPR-associated exonuclease Cas4 [EC:3.1.12.1]"
"K07465","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0746971228115454,"BH",0.123579267071569,"K07465; putative RecB family exonuclease"
"K07466","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0265145736864533,"BH",0.050949719106281,"RFA1, RPA1, rpa; replication factor A1"
"K07467","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.8779651979172e-06,"BH",1.99026505745695e-05,"rstA1; phage replication initiation protein"
"K07468","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.281500278750302,"BH",0.367977035192095,"K07468; putative ATP-dependent DNA ligase [EC:6.5.1.1]"
"K07469","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.33426686251261e-05,"BH",0.000323974753594544,"mop; aldehyde oxidoreductase [EC:1.2.99.7]"
"K07470","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.585645572453168,"BH",0.632710096134311,"sbmC; DNA gyrase inhibitor"
"K07473","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.5444072234028e-05,"BH",7.56001989200255e-05,"dinJ; DNA-damage-inducible protein J"
"K07474","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",2.11755926441706e-06,"BH",1.59347171792575e-05,"xtmA; phage terminase small subunit"
"K07476","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00170732487241687,"BH",0.00457517554991836,"yusF; toprim domain protein"
"K07477","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.000357368045335859,"BH",0.00114371159078461,"K07477; translin"
"K07478","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.93508949956829e-05,"BH",9.04188094261711e-05,"ycaJ; putative ATPase"
"K07479","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.93109875800545e-07,"BH",1.06342951481985e-05,"yrdD; putative DNA topoisomerase"
"K07480","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.855386315222812,"BH",0.866220406023723,"insB; insertion element IS1 protein InsB"
"K07481","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.188544605662831,"BH",0.266052414967718,"K07481; transposase, IS5 family"
"K07482","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",8.46769944278047e-07,"BH",1.05533625142839e-05,"K07482; transposase, IS30 family"
"K07483","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.00137163007030528,"BH",0.00376489185328523,"K07483; transposase"
"K07484","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.15952490288411e-06,"BH",1.12870159114532e-05,"K07484; transposase"
"K07485","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.33087153467438e-06,"BH",1.1575093148593e-05,"K07485; transposase"
"K07486","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",4.76076736350079e-06,"BH",2.89929672132663e-05,"K07486; transposase"
"K07487","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",3.43175935604565e-06,"BH",2.29432830884382e-05,"K07487; transposase"
"K07488","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.0784697671083523,"BH",0.128756144819395,"K07488; transposase"
"K07490","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.575156694677704,"BH",0.624437570843609,"feoC; ferrous iron transport protein C"
"K07491","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.340379069380176,"BH",0.425847605835081,"K07491; putative transposase"
"K07492","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",1.05013857121559e-06,"BH",1.08145997016245e-05,"K07492; putative transposase"
"K07493","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.394727612256746,"BH",0.47598482225915,"K07493; putative transposase"
"K07494","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.191729008338647,"BH",0.270030907498004,"K07494; putative transposase"
"K07495","ALDEx2_Kruskal-Wallace test","durapore","polycarbonate",0.459546874881026,"BH",0.53067808600927,"K07495; putative transposase"
