,Kingdom,Phylum,Class,Order,Family,Genus,Species
Seq2264,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,hydrothermal vent metagenome
Seq2265,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured Alphaproteobacteria bacterium
Seq2266,Bacteria,NA,NA,NA,NA,NA,NA
Seq2267,Bacteria,Bdellovibrionota,Oligoflexia,Oligoflexales,uncultured,marine metagenome,NA
Seq2268,Bacteria,Nitrospirota,Nitrospiria,Nitrospirales,Nitrospiraceae,Nitrospira,hydrothermal vent metagenome
Seq2269,Bacteria,Desulfobacterota,NA,NA,NA,NA,NA
Seq2270,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
Seq2271,Bacteria,Actinobacteriota,Acidimicrobiia,Actinomarinales,Actinomarinaceae,Candidatus Actinomarina,uncultured Acidimicrobiales bacterium
Seq2272,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2273,Bacteria,NA,NA,NA,NA,NA,NA
Seq2274,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq2275,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Hydrogenophilaceae,Thiobacillus,NA
Seq2276,Bacteria,NA,NA,NA,NA,NA,NA
Seq2277,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,uncultured,bacterium YC-LK-LKJ25
Seq2278,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq2279,Bacteria,NA,NA,NA,NA,NA,NA
Seq2280,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
Seq2281,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,uncultured,alpha proteobacterium SCGC AAA288-E13
Seq2282,Bacteria,NA,NA,NA,NA,NA,NA
Seq2283,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Fusibacteraceae,Fusibacter,NA
Seq2284,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq2285,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,uncultured marine microorganism,NA,NA
Seq2286,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2287,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,NA,NA,NA
Seq2288,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,uncultured Rickettsiales bacterium,NA
Seq2289,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,NA,NA
Seq2290,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,NA,NA
Seq2291,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,Atopobium parvulum DSM 20469
Seq2292,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Phaeocystis antarctica,NA,NA
Seq2293,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2294,Bacteria,Acidobacteriota,Acidobacteriae,Subgroup 2,NA,NA,NA
Seq2295,Bacteria,NA,NA,NA,NA,NA,NA
Seq2296,Bacteria,NA,NA,NA,NA,NA,NA
Seq2297,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
Seq2298,Bacteria,NA,NA,NA,NA,NA,NA
Seq2299,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Terasakiellaceae,uncultured,alpha proteobacterium SAORIC-614
Seq2300,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2301,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2302,Bacteria,NA,NA,NA,NA,NA,NA
Seq2304,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,NA,NA,NA
Seq2305,Bacteria,NA,NA,NA,NA,NA,NA
Seq2306,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,NA,NA
Seq2307,Bacteria,NA,NA,NA,NA,NA,NA
Seq2308,Bacteria,NA,NA,NA,NA,NA,NA
Seq2309,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
Seq2310,Bacteria,Campilobacterota,Campylobacteria,Campylobacterales,Arcobacteraceae,NA,NA
Seq2311,Bacteria,NA,NA,NA,NA,NA,NA
Seq2312,Bacteria,Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,NA
Seq2313,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
Seq2314,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Micrococcaceae,Micrococcus,NA
Seq2315,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,Aliikangiella,uncultured Methylobacter sp.
Seq2316,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
Seq2317,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,AEGEAN-169 marine group,uncultured Rickettsiales bacterium,NA
Seq2318,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2319,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,NA,NA
Seq2320,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax,NA
Seq2321,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2322,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,Synedra hyperborea,NA,NA
Seq2323,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq2324,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,NA,NA
Seq2325,Bacteria,NA,NA,NA,NA,NA,NA
Seq2326,Bacteria,Proteobacteria,Gammaproteobacteria,Ga0077536,uncultured marine microorganism,NA,NA
Seq2327,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
Seq2328,Archaea,Crenarchaeota,Nitrososphaeria,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,NA
Seq2329,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
Seq2330,Bacteria,Actinobacteriota,Actinobacteria,Frankiales,Frankiaceae,Jatrophihabitans,uncultured Actinomycetales bacterium
Seq2331,Bacteria,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,NA
Seq2332,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NA,NA
Seq2333,Bacteria,NA,NA,NA,NA,NA,NA
Seq2335,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,NA,NA,NA
Seq2336,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA,NA
Seq2337,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NS5 marine group,NA
Seq2338,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Leeuwenhoekiella,NA
Seq2339,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,NA,NA
Seq2340,Bacteria,NA,NA,NA,NA,NA,NA
Seq2341,Bacteria,NA,NA,NA,NA,NA,NA
Seq2342,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2343,Bacteria,NA,NA,NA,NA,NA,NA
Seq2344,Bacteria,Proteobacteria,Gammaproteobacteria,OM182 clade,seawater metagenome,NA,NA
Seq2345,Bacteria,NA,NA,NA,NA,NA,NA
Seq2347,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Nonlabens,NA
Seq2348,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Erythrobacter,Erythrobacter sp. QSSC1-22B
Seq2349,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptoniphilus,NA,NA
Seq2350,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq2351,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine microorganism,NA,NA,NA,NA
Seq2353,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,NA
Seq2354,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq2355,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq2356,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,SM1A02,uncultured Algisphaera sp.
Seq2357,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2358,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Rubritaleaceae,Roseibacillus,uncultured Roseibacillus sp.
Seq2359,Bacteria,Planctomycetota,OM190,unidentified marine eubacterium,NA,NA,NA
Seq2360,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,uncultured,NA
Seq2361,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
Seq2362,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq2363,Bacteria,NA,NA,NA,NA,NA,NA
Seq2364,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade IV,metagenome,NA
Seq2365,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,uncultured,NA,NA
Seq2366,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia bacterium SCGC AAA003-E22,NA,NA,NA,NA
Seq2367,Bacteria,NA,NA,NA,NA,NA,NA
Seq2368,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
Seq2369,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Oxalobacteraceae,Massilia,NA
Seq2370,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
Seq2371,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,NA,NA
Seq2372,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
Seq2373,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
Seq2374,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Mitochondria,NA,NA
Seq2375,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
Seq2376,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,Deinococcus sp. Lab-1
Seq2377,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Dietziaceae,Dietzia,NA
Seq2378,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,NA,NA,NA
Seq2379,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Colwellia,NA
Seq2380,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Nitrincolaceae,Amphritea,Amphritea ceti
Seq2382,Bacteria,NA,NA,NA,NA,NA,NA
Seq2383,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2385,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,uncultured organism,NA,NA
Seq2386,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq2387,Bacteria,NA,NA,NA,NA,NA,NA
Seq2388,Bacteria,NA,NA,NA,NA,NA,NA
Seq2389,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,NA,NA
Seq2390,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,NA,NA,NA
Seq2391,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,Chondromyces,NA
Seq2392,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq2393,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
Seq2394,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,NA,NA,NA
Seq2395,Bacteria,NA,NA,NA,NA,NA,NA
Seq2396,Bacteria,NA,NA,NA,NA,NA,NA
Seq2397,Bacteria,Planctomycetota,Planctomycetes,NA,NA,NA,NA
Seq2399,Bacteria,NA,NA,NA,NA,NA,NA
Seq2400,Bacteria,NA,NA,NA,NA,NA,NA
Seq2401,Bacteria,Bacteroidota,Bacteroidia,Chitinophagales,Saprospiraceae,Lewinella,NA
Seq2402,Bacteria,Proteobacteria,Gammaproteobacteria,Arenicellales,Arenicellaceae,Arenicella,uncultured Antarctic sea ice bacterium
Seq2403,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade II,NA,NA
Seq2404,Bacteria,NA,NA,NA,NA,NA,NA
Seq2405,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
Seq2406,Bacteria,Myxococcota,Myxococcia,Myxococcales,Myxococcaceae,P3OB-42,uncultured marine bacterium
Seq2407,Bacteria,Bdellovibrionota,Bdellovibrionia,Bdellovibrionales,Bdellovibrionaceae,OM27 clade,uncultured bacterium AD243-H1
Seq2408,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq2409,Unassigned,NA,NA,NA,NA,NA,NA
Seq2410,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq2411,Bacteria,NA,NA,NA,NA,NA,NA
Seq2412,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
Seq2413,Bacteria,SAR324 clade(Marine group B),NA,NA,NA,NA,NA
Seq2414,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2415,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq2416,Bacteria,NA,NA,NA,NA,NA,NA
Seq2417,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
Seq2418,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,NA
Seq2420,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
Seq2421,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Paracoccus,NA
Seq2422,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Saccharospirillaceae,Oceanobacter,NA
Seq2423,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2424,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq2425,Bacteria,NA,NA,NA,NA,NA,NA
Seq2426,Bacteria,NA,NA,NA,NA,NA,NA
Seq2427,Bacteria,NA,NA,NA,NA,NA,NA
Seq2428,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Shewanellaceae,Shewanella,NA
Seq2429,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2430,Bacteria,NA,NA,NA,NA,NA,NA
Seq2431,Bacteria,NA,NA,NA,NA,NA,NA
Seq2432,Bacteria,NA,NA,NA,NA,NA,NA
Seq2433,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2434,Bacteria,NA,NA,NA,NA,NA,NA
Seq2435,Bacteria,NA,NA,NA,NA,NA,NA
Seq2436,Bacteria,NA,NA,NA,NA,NA,NA
Seq2437,Bacteria,NA,NA,NA,NA,NA,NA
Seq2438,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,NA,NA,NA
Seq2439,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Puniceicoccaceae,MB11C04 marine group,Verrucomicrobia bacterium SCGC AAA300-N18
Seq2441,Bacteria,NA,NA,NA,NA,NA,NA
Seq2442,Bacteria,NA,NA,NA,NA,NA,NA
Seq2443,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2445,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2446,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
Seq2448,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,unidentified eubacterium clone 3.3
Seq2449,Bacteria,NA,NA,NA,NA,NA,NA
Seq2450,Bacteria,NA,NA,NA,NA,NA,NA
Seq2451,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,Francisella,NA
Seq2452,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq2453,Bacteria,NA,NA,NA,NA,NA,NA
Seq2454,Bacteria,NA,NA,NA,NA,NA,NA
Seq2455,Bacteria,Proteobacteria,Alphaproteobacteria,Micavibrionales,uncultured,uncultured Rhizobiales bacterium,NA
Seq2456,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq2457,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
Seq2458,Bacteria,NA,NA,NA,NA,NA,NA
Seq2459,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2460,Bacteria,NA,NA,NA,NA,NA,NA
Seq2461,Bacteria,NA,NA,NA,NA,NA,NA
Seq2462,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Cryomorphaceae,NA,NA
Seq2463,Bacteria,Marinimicrobia (SAR406 clade),NA,NA,NA,NA,NA
Seq2464,Bacteria,Bdellovibrionota,Bdellovibrionia,Bacteriovoracales,Bacteriovoracaceae,Halobacteriovorax,NA
Seq2465,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Comamonadaceae,NA,NA
Seq2466,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,NA
Seq2467,Bacteria,Elusimicrobiota,Elusimicrobia,Lineage IV,NA,NA,NA
Seq2468,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,NA,NA
Seq2469,Bacteria,Actinobacteriota,Actinobacteria,Propionibacteriales,Nocardioidaceae,NA,NA
Seq2470,Bacteria,NA,NA,NA,NA,NA,NA
Seq2471,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq2472,Bacteria,Marinimicrobia (SAR406 clade),uncultured marine microorganism,NA,NA,NA,NA
Seq2473,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,NA,NA
Seq2474,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,NA
Seq2475,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,NA,NA,NA
Seq2476,Bacteria,NA,NA,NA,NA,NA,NA
Seq2477,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq2478,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,uncultured verrucomicrobium HF0070_15G23,NA,NA
Seq2482,Bacteria,NA,NA,NA,NA,NA,NA
Seq2483,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia bacterium SCGC AAA003-L08,NA,NA,NA,NA
Seq2484,Bacteria,Cyanobacteria,Cyanobacteriia,Phormidesmiales,Nodosilineaceae,Nodosilinea PCC-7104,NA
Seq2485,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2486,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,NA
Seq2488,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,uncultured proteobacterium,NA
Seq2489,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2490,Bacteria,NA,NA,NA,NA,NA,NA
Seq2491,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia bacterium SCGC AAA003-E22,NA,NA,NA,NA
Seq2492,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq2493,Bacteria,Acidobacteriota,Holophagae,NA,NA,NA,NA
Seq2494,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Kangiellaceae,uncultured,NA
Seq2496,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2497,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,NA
Seq2498,Bacteria,NA,NA,NA,NA,NA,NA
Seq2499,Bacteria,NA,NA,NA,NA,NA,NA
Seq2500,Bacteria,Firmicutes,Bacilli,Entomoplasmatales,Entomoplasmatales Incertae Sedis,Candidatus Hepatoplasma,Astacus leptodactylus (narrow-clawed crayfish)
Seq2501,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,NA
Seq2502,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2503,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,NA,NA,NA
Seq2504,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,NA
Seq2505,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Bosea,NA
Seq2506,Bacteria,Myxococcota,Polyangia,Polyangiales,Polyangiaceae,NA,NA
Seq2507,Bacteria,NA,NA,NA,NA,NA,NA
Seq2508,Bacteria,Proteobacteria,NA,NA,NA,NA,NA
Seq2509,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2510,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Cellvibrionaceae,Maricurvus,uncultured bacterium
Seq2511,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq2512,Bacteria,NA,NA,NA,NA,NA,NA
Seq2513,Bacteria,Planctomycetota,Phycisphaerae,Phycisphaerales,Phycisphaeraceae,NA,NA
Seq2514,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2515,Bacteria,Planctomycetota,Pla3 lineage,marine metagenome,NA,NA,NA
Seq2516,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,uncultured,NA
Seq2517,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Porticoccaceae,SAR92 clade,marine gamma proteobacterium HTCC2290
Seq2519,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Arctic97B-4 marine group,uncultured verrucomicrobium HF0070_15G23,NA,NA
Seq2520,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2521,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq2522,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae (Subgroup 1),Granulicella,NA
Seq2523,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,NA
Seq2524,Bacteria,Deinococcota,Deinococci,Deinococcales,Deinococcaceae,Deinococcus,NA
Seq2525,Bacteria,Bacteroidota,Bacteroidia,Cytophagales,Microscillaceae,uncultured,Cytophagales bacterium
Seq2526,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sandaracinobacter,Sandaracinobacter sibiricus
Seq2527,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Methylobacterium-Methylorubrum,NA
Seq2528,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Selenomonas,NA
Seq2529,Bacteria,NA,NA,NA,NA,NA,NA
Seq2530,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,NA
Seq2531,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,uncultured,NA
Seq2532,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,Magnetospiraceae,NA,NA
Seq2533,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,S25-593,NA,NA
Seq2535,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Rickettsiaceae,Candidatus Megaira,NA
Seq2536,Bacteria,NA,NA,NA,NA,NA,NA
Seq2537,Bacteria,Verrucomicrobiota,Chlamydiae,Chlamydiales,Simkaniaceae,Candidatus Fritschea,Candidatus Syngnamydia salmonis
Seq2538,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2539,Bacteria,Proteobacteria,Gammaproteobacteria,SAR86 clade,uncultured Oceanospirillales bacterium,NA,NA
Seq2540,Bacteria,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Croceicoccus,NA
Seq2541,Bacteria,Proteobacteria,Alphaproteobacteria,SAR11 clade,Clade I,Clade Ia,NA
Seq2542,Bacteria,NA,NA,NA,NA,NA,NA
Seq2543,Bacteria,Chloroflexi,Dehalococcoidia,SAR202 clade,uncultured bacterium HF0500_03M05,NA,NA
Seq2544,Bacteria,Bacteroidota,Rhodothermia,Rhodothermales,Rhodothermaceae,NA,NA
Seq2545,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2546,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2547,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2548,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2549,Bacteria,Cyanobacteria,Cyanobacteriia,Chloroplast,NA,NA,NA
Seq2550,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2551,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,NA,NA
Seq2552,Bacteria,Proteobacteria,Alphaproteobacteria,NA,NA,NA,NA
Seq2553,Bacteria,Bacteroidota,Bacteroidia,NA,NA,NA,NA
Seq2554,Bacteria,Proteobacteria,Gammaproteobacteria,Francisellales,Francisellaceae,NA,NA
Seq2555,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2556,Bacteria,Bacteroidota,Kapabacteria,Kapabacteriales,Candidatus Kapabacteria sp. 59-99,NA,NA
Seq2557,Bacteria,Proteobacteria,Gammaproteobacteria,Cellvibrionales,Halieaceae,NA,NA
Seq2558,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,NA,NA
Seq2559,Bacteria,NA,NA,NA,NA,NA,NA
Seq2560,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,NA,NA
Seq2561,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2562,Bacteria,Marinimicrobia (SAR406 clade),Marinimicrobia bacterium SCGC AAA003-L08,NA,NA,NA,NA
Seq2563,Bacteria,Planctomycetota,Planctomycetes,Pirellulales,Pirellulaceae,Rhodopirellula,bacterium WH5-6
Seq2564,Bacteria,Proteobacteria,Gammaproteobacteria,NA,NA,NA,NA
Seq2565,Bacteria,Desulfobacterota,Desulfuromonadia,PB19,NA,NA,NA
